Serial Number,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
946,13,No,Yes,No,Borrowed the book from a friend or family member,No,Yes
947,13,Yes,No,No,Purchased the book,No,Yes
948,13,Yes,Yes,No,Borrowed the book from a library,No,Yes
949,13,Yes,Yes,No,Purchased the book,Yes,Yes
950,13,Yes,No,No,Purchased the book,No,Yes
951,13,Yes,No,Yes,Purchased the book,No,Yes
952,13,Yes,No,Yes,Purchased the book,Yes,No
953,13,Yes,No,No,Purchased the book,Yes,Yes
954,13,Yes,No,No,Purchased the book,Yes,No
955,13,Yes,No,No,Borrowed the book from a library,No,Yes
956,13,Yes,No,Yes,Purchased the book,No,Yes
957,12,Yes,No,No,Purchased the book,Yes,No
958,12,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
959,12,Yes,No,No,Purchased the book,Yes,Yes
960,12,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
961,12,Yes,No,Yes,Purchased the book,Yes,Yes
962,12,Yes,No,No,Purchased the book,Yes,No
963,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
964,12,Yes,No,No,Purchased the book,Yes,No
965,12,Yes,Yes,No,Purchased the book,Yes,Yes
966,12,Yes,No,No,Purchased the book,No,Yes
967,12,No,Yes,Yes,Purchased the book,No,Yes
968,12,Yes,No,No,Purchased the book,No,No
969,12,Yes,No,No,Got the book some other way,No,No
970,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
971,12,Yes,No,No,Borrowed the book from a library,Yes,No
972,12,Yes,Yes,Yes,Borrowed the book from a library,Yes,No
973,12,Yes,No,Yes,Purchased the book,Yes,Yes
974,12,Yes,No,No,Got the book some other way,No,No
975,12,Yes,No,No,Purchased the book,Yes,Yes
976,12,Yes,No,No,Purchased the book,Yes,Yes
977,12,Yes,No,No,Purchased the book,Yes,Yes
978,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
979,12,Yes,No,No,Purchased the book,Yes,Yes
980,12,Yes,No,No,Purchased the book,No,Yes
981,12,Yes,No,No,Borrowed the book from a library,Yes,No
982,12,No,No,No,Borrowed the book from a library,No,No
983,12,Yes,No,No,Purchased the book,Yes,Yes
984,12,Yes,No,No,Purchased the book,Yes,No
985,12,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
986,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
987,12,Yes,No,Yes,Purchased the book,Yes,No
988,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
989,12,No,No,Yes,Got the book some other way,Yes,Yes
990,12,Yes,Yes,No,Borrowed the book from a library,Yes,No
991,12,No,No,No,Purchased the book,Yes,No
992,12,Yes,No,Yes,Purchased the book,No,Yes
993,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
994,12,Yes,No,No,Purchased the book,Yes,Yes
995,12,Yes,Yes,No,Purchased the book,Yes,Yes
996,12,Yes,No,No,Got the book some other way,Yes,Yes
997,12,Don’t know,No,No,Borrowed the book from a library,Yes,Yes
998,12,Yes,No,Yes,Purchased the book,Yes,Yes
999,12,No,Yes,No,Borrowed the book from a library,No,Yes
1000,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1001,12,Yes,No,Yes,Purchased the book,Yes,Yes
1002,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1003,12,Yes,No,Yes,Purchased the book,Yes,Yes
1004,12,Yes,No,No,Purchased the book,Yes,No
1005,12,Yes,No,No,Purchased the book,Yes,Yes
1006,12,Yes,No,No,Purchased the book,Yes,Yes
1007,12,No,Yes,Yes,9,No,Yes
1008,12,Yes,No,No,Purchased the book,Yes,Yes
1009,12,Yes,No,No,Purchased the book,Yes,Yes
1010,12,Yes,No,No,Purchased the book,Yes,Yes
1011,12,Yes,No,No,Purchased the book,Yes,Yes
1012,12,Yes,No,Yes,Purchased the book,Yes,Yes
1013,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1014,12,Yes,No,No,Purchased the book,Yes,Yes
1015,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1016,12,Yes,No,No,Purchased the book,Yes,Yes
1017,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1018,12,Yes,No,Yes,Purchased the book,Yes,Yes
1019,12,Yes,No,No,Purchased the book,Yes,Yes
1020,12,Yes,No,No,Purchased the book,No,Yes
1021,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1022,12,Yes,No,Yes,Purchased the book,Yes,Yes
1023,12,Yes,No,No,Purchased the book,Yes,Yes
1024,12,Yes,No,Yes,Purchased the book,Yes,Yes
1025,12,Yes,No,No,Purchased the book,Yes,Yes
1026,12,Yes,Yes,Yes,Purchased the book,Yes,Yes
1027,12,Yes,No,Yes,Purchased the book,Yes,Yes
1028,12,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
1029,12,Yes,No,No,Purchased the book,Yes,Yes
1030,12,Yes,No,Yes,Purchased the book,Yes,Yes
1031,12,Yes,No,No,Purchased the book,No,Yes
1032,12,Yes,No,No,Got the book some other way,No,No
1033,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1034,12,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
1035,12,Yes,No,Yes,Purchased the book,Yes,Yes
1036,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1037,12,Yes,No,No,Purchased the book,Yes,Yes
1038,12,Yes,No,Yes,Got the book some other way,Yes,No
1039,12,Yes,No,No,Purchased the book,No,No
1040,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1041,12,Yes,No,No,Purchased the book,Yes,Yes
1042,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1043,12,Yes,No,Yes,Purchased the book,Yes,Yes
1044,12,Yes,No,Yes,Purchased the book,Yes,Yes
1045,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
1046,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1047,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1048,12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1049,12,Yes,No,No,Purchased the book,Yes,No
1050,12,Yes,No,Yes,Purchased the book,No,Yes
1051,12,Yes,No,Yes,Purchased the book,Yes,Yes
1052,12,Yes,No,No,Purchased the book,Yes,Yes
1053,12,Yes,No,Yes,Purchased the book,No,Yes
1054,12,Yes,No,No,Got the book some other way,Yes,Yes
1055,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1056,12,Yes,No,No,Purchased the book,Yes,No
1057,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1058,12,Yes,No,Yes,Got the book some other way,Yes,Yes
1059,12,Yes,Yes,No,Borrowed the book from a library,Yes,No
1060,12,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,No
1061,12,Yes,No,No,Borrowed the book from a library,No,Yes
1062,12,Yes,No,Yes,Got the book some other way,Yes,Yes
1063,12,Yes,No,No,Purchased the book,No,No
1064,12,Yes,No,No,Purchased the book,No,No
1065,12,No,No,Yes,Purchased the book,Yes,Yes
1066,12,Yes,No,Yes,Purchased the book,Yes,No
1067,12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1068,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1069,12,Yes,No,No,Got the book some other way,Yes,No
1070,12,Yes,No,Yes,Purchased the book,Yes,No
1071,12,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
1072,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1073,12,Yes,No,No,Borrowed the book from a library,No,No
1074,12,Yes,No,Yes,Purchased the book,Yes,Yes
1075,12,Yes,No,No,Purchased the book,No,Yes
1076,12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1077,12,Yes,No,Yes,Purchased the book,Yes,Yes
1078,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1079,12,Yes,No,No,Got the book some other way,Yes,No
1080,12,No,No,No,Got the book some other way,No,No
1081,12,Yes,No,No,Purchased the book,No,Yes
1082,12,Yes,No,Yes,Purchased the book,Yes,Yes
1083,12,Yes,No,No,Got the book some other way,No,Yes
1084,12,Yes,No,No,Purchased the book,Yes,No
1085,12,Yes,No,No,Purchased the book,Yes,Yes
1086,12,Yes,No,No,Purchased the book,Yes,Yes
1087,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
1088,12,Yes,No,No,Borrowed the book from a library,Yes,No
1089,12,Yes,No,Yes,Purchased the book,Yes,No
1090,12,Yes,No,Yes,Got the book some other way,No,Yes
1091,12,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
1092,12,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1093,12,Yes,No,No,Purchased the book,No,Yes
1094,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
1095,12,Yes,No,No,Got the book some other way,Yes,No
1096,12,Yes,No,No,Purchased the book,Yes,Yes
1097,12,Yes,No,No,Purchased the book,No,Yes
1098,12,Yes,Yes,Yes,Purchased the book,Yes,No
1099,12,Yes,No,No,Purchased the book,Yes,Yes
1100,12,Yes,No,Don’t know,Borrowed the book from a library,Yes,Yes
1101,12,Yes,No,No,Purchased the book,No,No
1102,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
1103,12,Yes,No,No,Got the book some other way,No,No
1104,12,Yes,No,No,Purchased the book,Yes,Yes
1105,12,Yes,No,No,Purchased the book,Yes,Yes
1106,12,Yes,No,No,Purchased the book,Yes,No
1107,12,Yes,No,Don’t know,Got the book some other way,Yes,Yes
1108,12,Yes,No,Yes,Purchased the book,Yes,No
1109,12,Yes,No,Yes,Purchased the book,No,No
1110,12,Yes,No,No,Purchased the book,Yes,No
1111,12,Yes,No,No,Got the book some other way,No,No
1112,12,Yes,No,No,Borrowed the book from a library,No,Yes
1113,12,No,No,No,Borrowed the book from a library,No,Yes
1114,12,Yes,No,No,Got the book some other way,No,Yes
1115,12,Yes,No,No,Purchased the book,No,No
1116,11,Yes,No,No,Purchased the book,Yes,No
1117,11,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
1118,11,No,No,Yes,Purchased the book,No,No
1119,11,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1120,10,Yes,No,No,Purchased the book,Yes,No
1121,10,Yes,Yes,No,Purchased the book,Yes,Yes
1122,10,No,No,No,Borrowed the book from a library,Yes,No
1123,10,Don’t know,No,No,Purchased the book,No,No
1124,10,Yes,No,No,Purchased the book,No,Yes
1125,10,Yes,No,No,Borrowed the book from a library,No,Yes
1126,10,Yes,Yes,Yes,Purchased the book,Yes,Yes
1127,10,Yes,No,Yes,Purchased the book,Yes,Yes
1128,10,No,No,Yes,Got the book some other way,Yes,Yes
1129,10,Yes,No,Yes,Purchased the book,Yes,Yes
1130,10,Yes,No,Yes,Borrowed the book from a library,No,Yes
1131,10,Yes,No,Yes,Borrowed the book from a library,Yes,No
1132,10,No,No,No,Borrowed the book from a friend or family member,No,No
1133,10,Yes,No,No,Purchased the book,Yes,Yes
1134,10,Yes,No,No,Purchased the book,No,No
1135,10,Yes,No,No,Purchased the book,Yes,Yes
1136,10,Yes,No,No,Purchased the book,Yes,Yes
1137,10,Yes,Yes,Yes,Purchased the book,No,Yes
1138,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1139,10,Yes,No,No,Borrowed the book from a library,Yes,Yes
1140,10,Yes,Yes,Yes,Got the book some other way,Yes,Yes
1141,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1142,10,Yes,No,Yes,Purchased the book,No,Yes
1143,10,Yes,No,No,Purchased the book,No,Yes
1144,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1145,10,Yes,No,Yes,Got the book some other way,No,No
1146,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1147,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1148,10,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No
1149,10,Yes,No,No,Got the book some other way,No,Yes
1150,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1151,10,Yes,No,No,Borrowed the book from a library,Yes,Yes
1152,10,Yes,No,No,Purchased the book,Yes,Yes
1153,10,Yes,No,No,Got the book some other way,Yes,Yes
1154,10,Yes,No,No,Got the book some other way,Yes,Yes
1155,10,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1156,10,Yes,No,No,Purchased the book,Yes,Yes
1157,10,Yes,No,No,Purchased the book,Yes,Yes
1158,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1159,10,Yes,No,No,Purchased the book,Yes,Yes
1160,10,Yes,No,Yes,Purchased the book,Yes,Yes
1161,10,Yes,No,No,Purchased the book,Yes,Yes
1162,10,Yes,No,Yes,Purchased the book,Yes,Yes
1163,10,Yes,No,No,Got the book some other way,Yes,No
1164,10,Yes,Yes,Yes,Purchased the book,Yes,No
1165,10,Yes,Yes,Yes,Purchased the book,Yes,No
1166,10,Yes,Yes,No,Purchased the book,Yes,Yes
1167,10,No,No,Yes,Purchased the book,Yes,Yes
1168,10,Yes,No,Yes,Borrowed the book from a library,No,Yes
1169,10,Yes,No,No,Purchased the book,Yes,No
1170,10,Yes,No,Yes,Purchased the book,Yes,Yes
1171,10,Yes,No,Yes,Purchased the book,Yes,Yes
1172,10,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1173,10,Yes,No,Yes,Purchased the book,Yes,No
1174,10,Yes,No,Yes,Purchased the book,Yes,Yes
1175,10,Yes,No,No,Purchased the book,Yes,Yes
1176,10,Yes,Yes,Yes,Purchased the book,Yes,Yes
1177,10,Yes,No,Yes,Purchased the book,Yes,Yes
1178,10,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1179,10,Yes,No,No,Purchased the book,Yes,Yes
1180,10,Yes,No,No,Purchased the book,Yes,Yes
1181,10,Yes,Yes,No,Got the book some other way,Yes,Yes
1182,10,Yes,No,No,Borrowed the book from a library,No,No
1183,10,Yes,No,No,Purchased the book,Yes,Yes
1184,10,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1185,10,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
1186,10,Yes,No,No,Got the book some other way,Yes,No
1187,10,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
1188,10,Yes,No,No,Purchased the book,Yes,Yes
1189,10,Yes,No,Yes,Got the book some other way,Yes,Yes
1190,10,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
1191,10,Yes,No,No,Got the book some other way,Yes,No
1192,10,Yes,No,Yes,Purchased the book,Yes,Yes
1193,10,Yes,Yes,Yes,Purchased the book,Yes,Yes
1194,10,Yes,No,Yes,Purchased the book,No,Yes
1195,10,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No
1196,10,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
1197,10,Yes,No,No,Got the book some other way,No,Yes
1198,10,No,No,No,Got the book some other way,Don’t know,No
1199,10,No,No,Yes,Purchased the book,Yes,No
1200,10,Yes,Yes,No,Purchased the book,Yes,Yes
1201,10,No,No,No,Got the book some other way,No,No
1202,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1203,10,Yes,No,No,Purchased the book,Yes,Yes
1204,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1205,10,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1206,10,Yes,Yes,No,Got the book some other way,Yes,Yes
1207,10,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1208,10,Yes,No,No,Purchased the book,Yes,Yes
1209,10,No,No,No,Borrowed the book from a friend or family member,No,Yes
1210,10,Yes,No,Yes,Purchased the book,Yes,Yes
1211,10,Yes,No,Yes,Purchased the book,Yes,Yes
1212,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1213,10,Yes,No,No,Purchased the book,Yes,Yes
1214,10,Yes,No,Yes,Purchased the book,Yes,Yes
1215,10,Yes,No,No,Purchased the book,No,No
1216,10,Yes,No,No,Purchased the book,No,No
1217,10,Yes,No,No,Borrowed the book from a library,Yes,Yes
1218,10,No,Yes,Yes,Purchased the book,No,Yes
1219,10,Yes,No,No,Purchased the book,Yes,Yes
1220,10,Yes,No,Yes,Purchased the book,Yes,No
1221,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1222,10,Yes,Yes,No,Purchased the book,Yes,Yes
1223,10,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1224,10,Yes,No,Yes,Purchased the book,No,No
1225,10,Yes,No,No,Got the book some other way,Yes,No
1226,10,No,No,Yes,Purchased the book,Yes,Yes
1227,10,Yes,No,No,Purchased the book,No,No
1228,10,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1229,10,Yes,No,Yes,Purchased the book,Yes,Yes
1230,10,No,No,No,Purchased the book,Yes,Yes
1231,10,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1232,10,Yes,No,No,Purchased the book,Yes,Yes
1233,10,Yes,No,No,Purchased the book,No,No
1234,10,Yes,Yes,Yes,Purchased the book,Yes,No
1235,10,Yes,Yes,No,Borrowed the book from a library,No,No
1236,10,Yes,Yes,No,Purchased the book,Yes,Yes
1237,10,No,No,Yes,Purchased the book,Yes,Yes
1238,10,No,No,Yes,Purchased the book,No,No
1239,10,Yes,No,No,Got the book some other way,No,Yes
1240,10,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1241,10,Yes,No,No,Purchased the book,Yes,Yes
1242,10,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1243,10,Yes,No,Yes,Purchased the book,Yes,No
1244,10,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1245,10,Yes,Yes,Yes,Got the book some other way,Yes,Yes
1246,10,Yes,No,No,Purchased the book,No,Yes
1247,10,Yes,Yes,Yes,Purchased the book,Yes,No
1248,10,No,No,Yes,Got the book some other way,Yes,Yes
1249,10,Yes,No,No,Purchased the book,No,No
1250,10,Yes,No,No,Got the book some other way,Yes,Yes
1251,10,Yes,No,No,Purchased the book,Yes,Yes
1252,10,Yes,No,Yes,Purchased the book,Yes,Yes
1253,10,Yes,No,No,Purchased the book,Yes,Yes
1254,10,Yes,No,No,Purchased the book,Yes,Yes
1255,10,Yes,No,No,Purchased the book,Yes,Yes
1256,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1257,10,Yes,No,No,Purchased the book,No,Yes
1258,10,Yes,No,Yes,Purchased the book,Yes,Yes
1259,10,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
1260,10,Yes,No,No,Purchased the book,Yes,No
1261,10,Yes,No,Yes,Purchased the book,Yes,No
1262,10,Yes,No,Yes,Purchased the book,Yes,No
1263,10,Yes,Yes,Yes,Purchased the book,Yes,Yes
1264,10,Yes,No,Yes,Borrowed the book from a library,Yes,No
1265,10,Yes,Yes,No,Purchased the book,Yes,Yes
1266,10,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,No
1267,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1268,10,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1269,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1270,10,Yes,No,No,Purchased the book,No,Yes
1271,10,Yes,No,Yes,Purchased the book,Yes,Yes
1272,10,Yes,No,No,Borrowed the book from a library,No,Yes
1273,10,Yes,No,No,Purchased the book,No,No
1274,10,Yes,No,No,Purchased the book,No,No
1275,10,Yes,Yes,No,Borrowed the book from a friend or family member,No,No
1276,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1277,10,Yes,No,No,Got the book some other way,No,No
1278,10,Yes,No,Yes,Got the book some other way,No,No
1279,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
1280,10,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1281,10,No,Yes,No,Purchased the book,No,No
1282,9,Yes,No,No,Purchased the book,Yes,No
1283,9,Yes,No,No,Purchased the book,Yes,No
1284,9,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1285,9,Yes,No,No,Purchased the book,Yes,No
1286,9,Yes,No,No,Got the book some other way,Yes,No
1287,9,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
1288,9,Yes,No,No,Purchased the book,No,No
1289,9,Yes,No,No,Purchased the book,Yes,Yes
1290,9,Yes,No,No,Purchased the book,No,No
1291,9,Yes,No,Yes,Purchased the book,Yes,Yes
1292,9,Yes,No,No,Purchased the book,No,No
1293,8,Yes,No,No,Purchased the book,No,Yes
1294,8,Yes,No,Yes,Purchased the book,No,No
1295,8,Yes,No,No,Borrowed the book from a library,Yes,Yes
1296,8,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1297,8,Yes,No,No,Purchased the book,Yes,Yes
1298,8,No,No,Yes,Borrowed the book from a friend or family member,No,Yes
1299,8,Yes,No,No,Purchased the book,No,Yes
1300,8,No,No,No,Got the book some other way,No,No
1301,8,No,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1302,8,Yes,No,No,Purchased the book,Yes,No
1303,8,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
1304,8,Yes,No,No,Purchased the book,Yes,Yes
1305,8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1306,8,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
1307,8,Yes,No,No,Purchased the book,No,Yes
1308,8,Yes,No,No,Purchased the book,Yes,Yes
1309,8,No,No,Yes,Got the book some other way,Yes,Yes
1310,8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1311,8,Yes,No,No,Purchased the book,Yes,No
1312,8,Yes,Yes,Yes,Purchased the book,Yes,No
1313,8,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,No
1314,8,Yes,No,Yes,Got the book some other way,Yes,Yes
1315,8,Yes,No,No,Purchased the book,Yes,Yes
1316,8,Yes,No,Yes,Purchased the book,Yes,Yes
1317,8,Yes,No,Yes,Got the book some other way,Yes,Yes
1318,8,Yes,No,No,Purchased the book,Yes,Yes
1319,8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1320,8,Yes,No,Yes,Got the book some other way,Yes,Yes
1321,8,Yes,Yes,No,Purchased the book,Yes,Yes
1322,8,Yes,No,No,Purchased the book,Yes,Yes
1323,8,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1324,8,Yes,No,No,Got the book some other way,Yes,No
1325,8,Yes,No,No,Purchased the book,Yes,No
1326,8,Yes,No,Yes,Purchased the book,No,No
1327,8,Yes,No,No,Purchased the book,Yes,Yes
1328,8,Yes,Yes,No,Purchased the book,Yes,Yes
1329,8,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1330,8,Yes,No,Yes,Purchased the book,Yes,Yes
1331,8,Yes,No,Yes,Purchased the book,No,Yes
1332,8,Yes,Yes,Yes,Purchased the book,Yes,Yes
1333,8,Yes,No,No,Got the book some other way,No,Yes
1334,8,Yes,No,No,Purchased the book,No,No
1335,8,Yes,No,No,Purchased the book,Yes,Yes
1336,8,Yes,No,Yes,Purchased the book,Yes,Yes
1337,8,Yes,No,Yes,Purchased the book,Yes,No
1338,8,Yes,No,No,Purchased the book,Yes,No
1339,8,Yes,No,No,Borrowed the book from a friend or family member,Don’t know,No
1340,8,Yes,No,No,Purchased the book,Yes,No
1341,8,Yes,No,Yes,Purchased the book,No,Yes
1342,8,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1343,8,Yes,No,No,Purchased the book,Yes,Yes
1344,8,Yes,Yes,No,Got the book some other way,Yes,Yes
1345,8,Yes,No,No,Purchased the book,No,No
1346,8,Yes,No,No,Got the book some other way,No,No
1347,8,Yes,No,No,Got the book some other way,No,Yes
1348,8,Yes,No,No,Purchased the book,No,No
1349,8,Yes,Yes,Yes,Purchased the book,No,No
1350,8,Yes,Yes,No,Got the book some other way,Yes,Yes
1351,8,Yes,Yes,No,Borrowed the book from a library,No,Don’t know
1352,8,Yes,No,Yes,Purchased the book,No,No
1353,8,Yes,No,No,Purchased the book,Yes,No
1354,8,Yes,No,No,Borrowed the book from a friend or family member,No,No
1355,8,Yes,No,No,Borrowed the book from a friend or family member,No,No
1356,8,Yes,No,No,Borrowed the book from a friend or family member,No,No
1357,8,Yes,No,Yes,Purchased the book,Yes,No
1358,8,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
1359,8,Yes,No,No,Purchased the book,No,Yes
1360,8,Yes,No,No,Purchased the book,Yes,No
1361,8,Yes,No,No,Got the book some other way,Yes,No
1362,7,Yes,No,No,Purchased the book,Yes,Yes
1363,7,Yes,No,Yes,Purchased the book,Yes,Yes
1364,7,Yes,No,Yes,Purchased the book,No,No
1365,7,Yes,No,No,Purchased the book,No,No
1366,7,No,No,Yes,Purchased the book,Yes,No
1367,7,Yes,No,Yes,Borrowed the book from a library,No,No
1368,7,Yes,No,No,Purchased the book,No,No
1369,7,Yes,No,Yes,Borrowed the book from a library,No,No
1370,7,Yes,Yes,Yes,Purchased the book,No,Yes
1371,7,Yes,No,No,Purchased the book,Yes,Yes
1372,7,Yes,No,No,Purchased the book,Yes,Yes
1373,7,Yes,Yes,Yes,Purchased the book,No,No
1374,7,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1375,7,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1376,7,Yes,Yes,No,Purchased the book,No,No
1377,7,No,No,Yes,Got the book some other way,No,No
1378,7,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1379,7,Yes,No,No,Got the book some other way,No,No
1380,7,Yes,No,No,Borrowed the book from a library,Yes,No
1381,7,Yes,No,Yes,Purchased the book,No,No
1382,7,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
1383,7,Yes,No,No,Purchased the book,No,No
1384,7,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1385,7,Yes,No,Yes,Purchased the book,No,Yes
1386,7,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1387,7,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1388,7,Yes,No,No,Purchased the book,Yes,Yes
1389,7,Yes,No,No,Borrowed the book from a library,Yes,No
1390,7,Yes,No,Yes,Borrowed the book from a library,No,Yes
1391,7,Yes,No,No,Purchased the book,No,No
1392,7,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1393,7,Yes,No,No,Purchased the book,Yes,No
1394,7,Yes,No,Yes,Purchased the book,Yes,No
1395,7,Yes,No,Yes,Purchased the book,No,No
1396,7,Yes,No,No,Borrowed the book from a friend or family member,No,No
1397,7,Yes,No,No,Purchased the book,Yes,Yes
1398,7,Yes,Yes,Yes,Purchased the book,No,No
1399,7,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
1400,7,Yes,No,No,Borrowed the book from a library,No,Yes
1401,7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1402,7,Yes,No,No,Purchased the book,No,No
1403,7,Yes,No,No,Purchased the book,No,Yes
1404,7,Yes,No,No,Purchased the book,No,No
1405,7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1406,7,Yes,No,Yes,Got the book some other way,No,No
1407,7,Yes,No,No,Purchased the book,Yes,Yes
1408,7,Yes,No,No,Purchased the book,No,No
1409,7,Yes,No,No,Got the book some other way,Yes,No
1410,7,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1411,6,Yes,No,No,Purchased the book,Yes,Yes
1412,6,Yes,Yes,Yes,Purchased the book,No,Yes
1413,6,Yes,No,No,Purchased the book,Yes,No
1414,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1415,6,No,No,Yes,Got the book some other way,No,No
