Serial Number,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
1416,6,Yes,Yes,Yes,Got the book some other way,Yes,Yes
1417,6,Yes,No,No,Purchased the book,Yes,No
1418,6,Yes,No,Yes,Got the book some other way,Yes,Yes
1419,6,Yes,Yes,Yes,Got the book some other way,Yes,Yes
1420,6,Yes,No,Yes,Got the book some other way,No,Yes
1421,6,Yes,No,No,Borrowed the book from a friend or family member,No,No
1422,6,No,No,Yes,Purchased the book,No,Yes
1423,6,No,No,No,9,Yes,No
1424,6,No,No,Yes,Purchased the book,Yes,Yes
1425,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1426,6,Yes,No,No,Got the book some other way,No,Yes
1427,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1428,6,Yes,No,No,Purchased the book,No,No
1429,6,Yes,No,No,Purchased the book,No,Yes
1430,6,Yes,No,Yes,Purchased the book,Yes,Yes
1431,6,Yes,No,No,Borrowed the book from a library,Yes,No
1432,6,Yes,No,No,Purchased the book,Yes,Yes
1433,6,Yes,No,Yes,Got the book some other way,Yes,Yes
1434,6,Yes,No,Yes,Got the book some other way,Yes,Yes
1435,6,Yes,No,No,Purchased the book,Yes,Yes
1436,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1437,6,Yes,No,No,Borrowed the book from a friend or family member,No,No
1438,6,Yes,No,No,Got the book some other way,Yes,Yes
1439,6,Yes,No,No,Purchased the book,Yes,No
1440,6,Yes,No,No,Purchased the book,Yes,Yes
1441,6,Yes,No,No,Borrowed the book from a library,Yes,Yes
1442,6,Yes,No,No,Borrowed the book from a library,Yes,Yes
1443,6,Yes,No,No,Purchased the book,Yes,No
1444,6,Yes,No,No,Purchased the book,No,Yes
1445,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1446,6,Yes,No,No,Borrowed the book from a friend or family member,No,No
1447,6,Yes,No,No,Purchased the book,Yes,Yes
1448,6,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
1449,6,Yes,No,No,Borrowed the book from a library,Yes,Yes
1450,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1451,6,Yes,No,Yes,Purchased the book,Yes,Yes
1452,6,Yes,No,No,Borrowed the book from a friend or family member,No,No
1453,6,Yes,No,Yes,Purchased the book,Yes,Yes
1454,6,Yes,No,Yes,Purchased the book,Yes,Yes
1455,6,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
1456,6,Yes,No,No,Purchased the book,Yes,Yes
1457,6,Yes,No,Yes,Purchased the book,No,No
1458,6,Yes,No,Yes,Purchased the book,No,Yes
1459,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1460,6,Yes,No,No,Borrowed the book from a library,Yes,Yes
1461,6,Yes,No,Yes,Purchased the book,Yes,Yes
1462,6,No,Yes,Yes,Purchased the book,Yes,Yes
1463,6,Yes,No,No,Purchased the book,Yes,Yes
1464,6,Yes,No,No,Purchased the book,Yes,Yes
1465,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1466,6,Yes,No,No,Purchased the book,No,No
1467,6,Yes,No,No,Purchased the book,Yes,Yes
1468,6,Yes,No,No,Purchased the book,Yes,No
1469,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1470,6,Yes,No,No,Purchased the book,Yes,Yes
1471,6,Yes,Don’t know,Don’t know,Borrowed the book from a friend or family member,Yes,Yes
1472,6,No,No,Yes,Got the book some other way,Yes,Yes
1473,6,Yes,No,No,Purchased the book,Yes,No
1474,6,Yes,No,No,Purchased the book,No,No
1475,6,Yes,No,Yes,Purchased the book,Yes,No
1476,6,Yes,No,No,Borrowed the book from a library,No,No
1477,6,Yes,No,No,Purchased the book,Yes,Yes
1478,6,Yes,No,No,Purchased the book,Yes,Yes
1479,6,Yes,No,No,Got the book some other way,Yes,Yes
1480,6,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes
1481,6,Yes,Yes,Yes,Got the book some other way,Yes,Yes
1482,6,Yes,No,No,Purchased the book,Yes,Yes
1483,6,Yes,No,No,Purchased the book,Yes,Yes
1484,6,Yes,No,No,Purchased the book,No,Yes
1485,6,Yes,No,No,Borrowed the book from a friend or family member,No,No
1486,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1487,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1488,6,Yes,No,No,8,No,Yes
1489,6,Yes,No,No,Purchased the book,Yes,No
1490,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1491,6,Yes,No,No,Purchased the book,Yes,Yes
1492,6,Yes,No,Yes,Purchased the book,Yes,Yes
1493,6,Yes,Yes,No,Purchased the book,Yes,Yes
1494,6,Yes,No,No,Purchased the book,Yes,No
1495,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1496,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1497,6,Yes,No,No,Purchased the book,Yes,Yes
1498,6,Yes,No,No,Purchased the book,Yes,Yes
1499,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1500,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1501,6,Yes,No,No,Purchased the book,No,Yes
1502,6,Yes,No,Yes,Purchased the book,Yes,Yes
1503,6,Yes,No,Yes,Purchased the book,No,No
1504,6,Yes,No,No,Purchased the book,Yes,Yes
1505,6,Yes,No,No,Borrowed the book from a library,Yes,No
1506,6,Yes,No,No,Purchased the book,Yes,Yes
1507,6,Yes,No,No,Got the book some other way,No,Yes
1508,6,Yes,No,No,Got the book some other way,Yes,Yes
1509,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1510,6,Yes,No,Yes,Purchased the book,No,Yes
1511,6,No,Yes,No,Purchased the book,No,Yes
1512,6,Yes,Yes,No,Purchased the book,Yes,Yes
1513,6,Yes,No,No,Purchased the book,Yes,Yes
1514,6,Yes,No,No,Purchased the book,Yes,Yes
1515,6,Yes,No,No,Got the book some other way,Yes,Yes
1516,6,Yes,No,No,Purchased the book,Yes,No
1517,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1518,6,Yes,No,No,Purchased the book,Yes,No
1519,6,Yes,Yes,No,Purchased the book,No,Yes
1520,6,Yes,Yes,No,Borrowed the book from a library,No,No
1521,6,Yes,No,No,Purchased the book,Yes,Yes
1522,6,Yes,No,No,Purchased the book,Yes,Yes
1523,6,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1524,6,Yes,No,No,Purchased the book,Yes,Yes
1525,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1526,6,Yes,Yes,No,Borrowed the book from a library,Yes,No
1527,6,Yes,No,No,Purchased the book,No,No
1528,6,Yes,No,No,Got the book some other way,Yes,Yes
1529,6,Yes,No,Yes,Got the book some other way,No,No
1530,6,No,No,Yes,Purchased the book,No,No
1531,6,Yes,No,Yes,Purchased the book,No,Yes
1532,6,Yes,Yes,Yes,Purchased the book,No,Yes
1533,6,Yes,No,No,Purchased the book,Yes,No
1534,6,Yes,No,No,Purchased the book,Yes,Yes
1535,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1536,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1537,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1538,6,Yes,No,No,Borrowed the book from a library,Yes,Yes
1539,6,Yes,No,Yes,Purchased the book,No,Yes
1540,6,Yes,No,No,Purchased the book,No,No
1541,6,Yes,Yes,No,Purchased the book,No,Yes
1542,6,Yes,No,No,9,Yes,No
1543,6,Yes,Yes,No,Purchased the book,Yes,Yes
1544,6,Yes,No,No,Purchased the book,No,Yes
1545,6,Yes,No,Yes,Purchased the book,No,No
1546,6,Yes,Yes,Yes,Purchased the book,Yes,No
1547,6,Yes,No,No,Purchased the book,No,Yes
1548,6,Yes,No,No,Purchased the book,Yes,No
1549,6,Yes,No,No,Borrowed the book from a friend or family member,No,No
1550,6,Yes,No,No,Purchased the book,Yes,Yes
1551,6,Yes,Yes,Yes,Purchased the book,Yes,Yes
1552,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1553,6,Yes,No,No,Purchased the book,Yes,No
1554,6,Yes,No,No,Purchased the book,Yes,No
1555,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1556,6,Yes,No,Yes,Purchased the book,Yes,No
1557,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1558,6,Yes,Yes,No,Purchased the book,Yes,Yes
1559,6,Yes,No,No,Purchased the book,No,No
1560,6,Yes,No,Yes,Purchased the book,Yes,No
1561,6,Yes,No,No,Got the book some other way,Yes,Yes
1562,6,Yes,No,No,Purchased the book,No,Yes
1563,6,Yes,No,No,Purchased the book,Yes,Yes
1564,6,Yes,Yes,No,Borrowed the book from a library,No,Yes
1565,6,Yes,No,Yes,Purchased the book,Yes,No
1566,6,Yes,No,Yes,Purchased the book,Yes,Yes
1567,6,Yes,Yes,No,Purchased the book,Yes,Yes
1568,6,Yes,Yes,No,Borrowed the book from a library,Yes,Yes
1569,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1570,6,Yes,No,No,Purchased the book,Yes,Yes
1571,6,No,No,Yes,Got the book some other way,Yes,Yes
1572,6,Yes,No,No,Purchased the book,No,Yes
1573,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1574,6,Yes,No,No,Purchased the book,No,No
1575,6,Yes,No,No,Got the book some other way,No,No
1576,6,Yes,No,No,Purchased the book,No,No
1577,6,Yes,No,No,Purchased the book,No,No
1578,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1579,6,Yes,No,No,Borrowed the book from a library,No,No
1580,6,Yes,Yes,No,Purchased the book,No,Yes
1581,6,Yes,Yes,No,Purchased the book,Yes,Yes
1582,6,Yes,No,No,8,Yes,Yes
1583,5,Yes,No,No,Borrowed the book from a library,Yes,Yes
1584,5,Yes,Yes,No,Purchased the book,No,Yes
1585,5,Yes,No,No,Borrowed the book from a library,Yes,Yes
1586,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1587,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1588,5,No,No,No,Borrowed the book from a library,No,No
1589,5,Yes,No,No,Purchased the book,No,No
1590,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1591,5,Yes,No,No,Borrowed the book from a library,Yes,No
1592,5,No,No,No,8,No,No
1593,5,Yes,No,No,Purchased the book,Yes,Yes
1594,5,Yes,No,No,Got the book some other way,Yes,No
1595,5,Yes,No,Yes,Purchased the book,No,No
1596,5,Yes,No,Yes,Got the book some other way,Yes,Yes
1597,5,Yes,Yes,Yes,Borrowed the book from a library,No,Yes
1598,5,Yes,Yes,Yes,Purchased the book,Yes,No
1599,5,Yes,No,Yes,Purchased the book,Yes,No
1600,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1601,5,Yes,No,No,Purchased the book,No,Yes
1602,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1603,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1604,5,No,No,Yes,Got the book some other way,Yes,Yes
1605,5,Yes,Yes,No,Purchased the book,Yes,Yes
1606,5,Yes,No,No,Purchased the book,Yes,Yes
1607,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1608,5,Yes,No,No,Got the book some other way,Yes,No
1609,5,Yes,No,No,Purchased the book,Yes,Yes
1610,5,Yes,No,No,Purchased the book,Yes,No
1611,5,Yes,No,No,Purchased the book,Yes,Yes
1612,5,Yes,No,No,Purchased the book,Yes,Yes
1613,5,Yes,No,No,Purchased the book,Yes,Yes
1614,5,Yes,Yes,Yes,Purchased the book,No,Yes
1615,5,Yes,No,No,Got the book some other way,No,No
1616,5,Yes,Yes,No,Purchased the book,No,No
1617,5,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,Yes
1618,5,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
1619,5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1620,5,Yes,Yes,Yes,Purchased the book,Yes,Yes
1621,5,No,No,No,Borrowed the book from a friend or family member,Yes,No
1622,5,Yes,No,Yes,Got the book some other way,Yes,Yes
1623,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No
1624,5,No,No,Yes,Borrowed the book from a friend or family member,No,No
1625,5,Yes,No,No,Purchased the book,Yes,No
1626,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1627,5,Yes,No,No,Borrowed the book from a library,Yes,Yes
1628,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1629,5,No,No,No,Purchased the book,No,No
1630,5,Yes,No,No,Purchased the book,No,No
1631,5,Yes,No,No,Borrowed the book from a library,No,No
1632,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1633,5,Yes,No,No,Got the book some other way,Yes,No
1634,5,Yes,No,No,Got the book some other way,Yes,Yes
1635,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1636,5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1637,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1638,5,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes
1639,5,Yes,No,No,Got the book some other way,Yes,Yes
1640,5,No,No,Yes,Borrowed the book from a friend or family member,Yes,No
1641,5,Yes,No,No,Purchased the book,No,Yes
1642,5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1643,5,Yes,Yes,Yes,Purchased the book,Yes,Yes
1644,5,Yes,No,No,Borrowed the book from a library,Yes,No
1645,5,Yes,Yes,Yes,Purchased the book,Yes,No
1646,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1647,5,Yes,Yes,No,Borrowed the book from a library,No,Yes
1648,5,Yes,No,No,Purchased the book,Yes,Yes
1649,5,Yes,No,No,Purchased the book,Yes,Yes
1650,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1651,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1652,5,Yes,No,No,Purchased the book,Yes,Yes
1653,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1654,5,Yes,No,No,Purchased the book,Yes,Yes
1655,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1656,5,Yes,Yes,Yes,Purchased the book,Yes,Yes
1657,5,Yes,No,No,Purchased the book,Yes,Yes
1658,5,Yes,No,No,Purchased the book,Yes,Yes
1659,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1660,5,Yes,Yes,No,Borrowed the book from a library,No,Yes
1661,5,Yes,No,No,Purchased the book,Yes,Yes
1662,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1663,5,Yes,No,No,Got the book some other way,Yes,Yes
1664,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1665,5,No,No,No,Purchased the book,Yes,No
1666,5,Yes,No,Yes,Got the book some other way,No,No
1667,5,Yes,No,No,Purchased the book,No,No
1668,5,Yes,No,No,Purchased the book,Yes,Yes
1669,5,Yes,No,Yes,Got the book some other way,Yes,Yes
1670,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1671,5,Yes,No,No,Borrowed the book from a library,Yes,No
1672,5,Yes,Yes,Yes,Purchased the book,Yes,Yes
1673,5,Yes,No,Yes,Purchased the book,No,No
1674,5,Yes,No,No,Purchased the book,Yes,No
1675,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
1676,5,Yes,No,No,Purchased the book,Yes,Yes
1677,5,No,No,No,Got the book some other way,Yes,No
1678,5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1679,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1680,5,Yes,No,No,Purchased the book,Yes,Yes
1681,5,Yes,No,No,Purchased the book,No,Yes
1682,5,Yes,No,No,Got the book some other way,Yes,Yes
1683,5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1684,5,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
1685,5,Yes,No,No,Purchased the book,Yes,Yes
1686,5,Yes,No,Yes,Got the book some other way,Yes,Yes
1687,5,Yes,No,No,Got the book some other way,Yes,Yes
1688,5,Yes,No,No,Purchased the book,No,Yes
1689,5,Yes,No,No,Purchased the book,No,Yes
1690,5,Yes,No,No,Purchased the book,Yes,No
1691,5,Yes,No,No,Purchased the book,No,No
1692,5,Yes,No,No,Purchased the book,Yes,No
1693,5,Yes,No,No,Purchased the book,No,No
1694,5,Yes,Yes,No,Purchased the book,Yes,Yes
1695,5,Yes,No,Yes,Purchased the book,Yes,Yes
1696,5,Yes,No,No,Purchased the book,No,No
1697,5,Yes,No,No,Purchased the book,Yes,Yes
1698,5,Yes,No,Yes,Got the book some other way,Yes,Yes
1699,5,Yes,No,No,8,No,Yes
1700,5,Yes,Yes,Yes,Purchased the book,No,Yes
1701,5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1702,5,Yes,No,No,Purchased the book,No,No
1703,5,Yes,No,Yes,Purchased the book,Yes,No
1704,5,Yes,No,Yes,Borrowed the book from a library,Yes,No
1705,5,Yes,No,No,Purchased the book,No,Yes
1706,5,Yes,No,No,Purchased the book,No,Yes
1707,5,Yes,Yes,Yes,Purchased the book,Yes,Yes
1708,5,No,Yes,Yes,Purchased the book,No,Yes
1709,5,Yes,Yes,Yes,Purchased the book,Yes,Yes
1710,5,Yes,No,Yes,Got the book some other way,Yes,Yes
1711,5,Yes,No,No,Purchased the book,No,No
1712,5,Yes,No,No,Purchased the book,Yes,No
1713,5,Yes,No,No,Borrowed the book from a library,Yes,No
1714,5,Yes,No,Yes,Purchased the book,Yes,Yes
1715,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1716,5,Yes,No,No,Borrowed the book from a friend or family member,No,No
1717,5,Yes,No,No,Purchased the book,No,No
1718,5,No,No,Yes,Purchased the book,No,Yes
1719,5,Yes,No,No,Purchased the book,No,No
1720,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1721,5,No,No,Yes,Purchased the book,Yes,Yes
1722,5,Yes,No,No,Purchased the book,Yes,Yes
1723,5,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
1724,5,Yes,Yes,No,Purchased the book,Yes,Yes
1725,5,Yes,No,No,Purchased the book,No,Yes
1726,5,Yes,Yes,No,Got the book some other way,No,No
1727,5,Yes,No,Yes,Got the book some other way,No,Yes
1728,5,Yes,No,No,Purchased the book,Yes,Yes
1729,5,Yes,No,Yes,Purchased the book,Yes,No
1730,5,Yes,Yes,Yes,Purchased the book,Yes,No
1731,5,Yes,No,No,Purchased the book,Yes,Yes
1732,5,Yes,No,No,Purchased the book,Yes,Yes
1733,5,Yes,No,No,Borrowed the book from a library,Yes,Yes
1734,5,Yes,No,No,Purchased the book,No,No
1735,5,Yes,No,No,Purchased the book,Yes,No
1736,5,No,No,Yes,Borrowed the book from a library,Yes,No
1737,5,Yes,No,No,Purchased the book,No,No
1738,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1739,5,No,No,Yes,Purchased the book,Yes,No
1740,5,No,No,No,Borrowed the book from a library,Yes,No
1741,5,Yes,No,No,Purchased the book,No,Yes
1742,5,Yes,No,No,Purchased the book,Yes,Yes
1743,5,Yes,No,Yes,Purchased the book,Yes,No
1744,5,Yes,No,No,Purchased the book,No,Yes
1745,5,Yes,No,Yes,Purchased the book,Yes,No
1746,5,Yes,No,No,Borrowed the book from a library,Yes,Yes
1747,5,Yes,No,No,Got the book some other way,No,No
1748,5,Yes,No,No,Got the book some other way,No,No
1749,5,Yes,No,No,Purchased the book,No,No
1750,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1751,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1752,4,Yes,No,No,Got the book some other way,Yes,No
1753,4,Don’t know,No,No,Purchased the book,Yes,Yes
1754,4,Yes,No,No,Purchased the book,No,No
1755,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1756,4,Yes,No,No,Purchased the book,No,Yes
1757,4,Don’t know,Yes,Yes,Borrowed the book from a friend or family member,No,Yes
1758,4,Yes,No,No,Purchased the book,Yes,No
1759,4,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
1760,4,No,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
1761,4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1762,4,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1763,4,Yes,No,Yes,Purchased the book,Don’t know,Yes
1764,4,Yes,No,No,Purchased the book,Yes,Yes
1765,4,Yes,No,No,Got the book some other way,Yes,Yes
1766,4,Yes,No,No,Purchased the book,Yes,Yes
1767,4,Yes,No,No,Purchased the book,No,Yes
1768,4,Yes,No,No,Purchased the book,Yes,Yes
1769,4,Yes,Don’t know,No,Borrowed the book from a friend or family member,Yes,No
1770,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1771,4,Yes,No,No,Purchased the book,Yes,Yes
1772,4,Yes,No,No,Purchased the book,Yes,No
1773,4,Yes,Yes,No,Purchased the book,Yes,No
1774,4,Yes,No,No,8,Yes,No
1775,4,Yes,No,Yes,Got the book some other way,Yes,No
1776,4,Yes,No,No,Got the book some other way,Yes,Yes
1777,4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1778,4,Yes,No,No,Purchased the book,Yes,No
1779,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1780,4,Yes,No,No,Purchased the book,No,Yes
1781,4,Yes,No,No,Purchased the book,No,No
1782,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1783,4,Yes,No,Yes,Borrowed the book from a library,No,No
1784,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1785,4,Yes,No,No,Purchased the book,Yes,Yes
1786,4,Yes,No,No,Purchased the book,No,Yes
1787,4,Yes,No,No,Borrowed the book from a library,No,Yes
1788,4,Yes,No,No,Got the book some other way,Yes,Yes
1789,4,Yes,No,No,Purchased the book,Yes,No
1790,4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1791,4,No,No,No,Borrowed the book from a friend or family member,Yes,Yes
1792,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1793,4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1794,4,Yes,No,No,Borrowed the book from a library,Yes,No
1795,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1796,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1797,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1798,4,Yes,No,No,Purchased the book,Yes,No
1799,4,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
1800,4,Yes,No,No,Got the book some other way,No,No
1801,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1802,4,Yes,Yes,Don’t know,Borrowed the book from a library,No,Yes
1803,4,Yes,No,No,Purchased the book,No,No
1804,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1805,4,Yes,No,No,Borrowed the book from a library,No,No
1806,4,Yes,No,No,Purchased the book,Yes,No
1807,4,Yes,No,No,Purchased the book,Yes,No
1808,4,Yes,No,No,Purchased the book,Yes,Yes
1809,4,No,No,Yes,Purchased the book,Yes,Yes
1810,4,Yes,No,No,Purchased the book,No,No
1811,4,Yes,No,Yes,Got the book some other way,Yes,No
1812,4,Yes,No,No,Purchased the book,No,No
1813,4,Yes,No,No,Purchased the book,Yes,No
1814,4,No,No,No,Purchased the book,Yes,Yes
1815,4,Yes,No,No,Purchased the book,Yes,Yes
1816,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1817,4,Yes,No,No,Purchased the book,Yes,No
1818,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1819,4,Yes,No,No,Purchased the book,Yes,Yes
1820,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1821,4,Yes,No,Yes,Purchased the book,Yes,Yes
1822,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1823,4,Yes,No,No,Borrowed the book from a library,No,Yes
1824,4,Yes,No,No,Purchased the book,No,No
1825,4,No,No,No,Got the book some other way,No,No
1826,4,Yes,No,No,Purchased the book,No,Yes
1827,4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1828,4,Yes,No,No,Purchased the book,No,No
1829,4,Yes,No,No,Purchased the book,Yes,No
1830,4,No,No,Yes,Purchased the book,No,Yes
1831,4,Yes,No,Yes,Purchased the book,No,No
1832,4,Yes,No,No,Got the book some other way,Yes,No
1833,4,Yes,No,No,Purchased the book,No,No
1834,4,Yes,No,No,Purchased the book,No,No
1835,4,Yes,No,No,Purchased the book,Yes,Yes
1836,4,Yes,No,Yes,Borrowed the book from a library,Yes,Yes
1837,4,Yes,No,No,Borrowed the book from a library,Yes,Yes
1838,4,No,No,Yes,Purchased the book,Yes,Yes
1839,4,Yes,Yes,No,Purchased the book,No,Yes
1840,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1841,4,Yes,No,No,Purchased the book,No,Yes
1842,4,Yes,No,No,Purchased the book,Yes,Yes
1843,4,No,No,No,Purchased the book,No,Yes
1844,4,No,Yes,Yes,Purchased the book,No,Yes
1845,4,Yes,No,No,Got the book some other way,Yes,Yes
1846,4,Yes,No,No,Purchased the book,Yes,No
1847,4,Yes,No,Yes,Got the book some other way,Yes,Yes
1848,4,Yes,No,No,Purchased the book,Yes,No
1849,4,Yes,Yes,Yes,Purchased the book,Yes,Yes
1850,4,Yes,No,No,Purchased the book,Yes,Yes
1851,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1852,4,Yes,Yes,Yes,Purchased the book,No,No
1853,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1854,4,Yes,No,No,Purchased the book,No,Yes
1855,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1856,4,No,No,Yes,Purchased the book,Yes,No
1857,4,Yes,No,No,Got the book some other way,Yes,No
1858,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
1859,4,Yes,No,No,Purchased the book,Yes,Yes
1860,4,Yes,Yes,No,Borrowed the book from a library,No,Yes
1861,4,Yes,No,No,Borrowed the book from a library,Yes,No
1862,4,Yes,No,No,Purchased the book,Yes,No
1863,4,Yes,No,Yes,Purchased the book,No,Yes
1864,4,Yes,No,No,Purchased the book,Yes,Yes
1865,4,Yes,Yes,Yes,Borrowed the book from a library,No,No
1866,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1867,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1868,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1869,4,Yes,No,No,Borrowed the book from a library,No,No
1870,4,Yes,No,No,Borrowed the book from a friend or family member,No,No
1871,4,No,No,Yes,Purchased the book,No,Yes
1872,4,No,No,Yes,Borrowed the book from a library,Yes,Yes
1873,4,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
1874,4,No,No,Yes,9,No,No
1875,4,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
1876,4,Yes,No,No,Borrowed the book from a library,No,No
1877,4,Yes,No,Yes,Borrowed the book from a library,Yes,No
1878,4,Yes,Yes,No,Got the book some other way,No,Yes
1879,4,Yes,No,No,Purchased the book,Yes,Yes
1880,4,Yes,No,No,Purchased the book,Yes,Yes
1881,4,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
1882,4,Yes,No,No,Purchased the book,No,No
1883,4,Yes,Yes,No,Purchased the book,Yes,No
1884,4,No,No,Yes,Purchased the book,Yes,Yes
1885,4,Yes,No,Yes,8,Yes,No
